ticker,bank_name,source_type,form_type,period_year,period_quarter,period_label,expected_doc_count,observed_doc_count,status,status_detail,storage_kind,local_refs,source_urls,manual_search_hint,notes
COF,Capital One Financial Corp,sec_filing,8-K,2022,4,2022_Q4,7,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/927628/000092762822000278/cof-20221001.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762822000291/cof-20221027.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762822000292/cof-20221027.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762822000314/cof-20221103.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762822000319/cof-20221114.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762822000327/cof-20221205.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762822000329/cof-20221214.htm,COF 8-K 2022 Q4,
COF,Capital One Financial Corp,sec_filing,8-K,2023,1,2023_Q1,10,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/927628/000092762823000014/cof-20230124.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000015/cof-20230124.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000020/cof-20230126.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000058/cof-20230126.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000063/cof-20230213.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000067/cof-20230214.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000069/cof-20230210.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000142/cof-20230307.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000144/cof-20230314.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312523021587/d416709d8k.htm,COF 8-K 2023 Q1,
COF,Capital One Financial Corp,sec_filing,8-K,2023,2,2023_Q2,11,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/927628/000092762823000156/cof-20230427.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000157/cof-20230427.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000182/cof-20230508.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000197/cof-20230504.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000199/cof-20230504.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000201/cof-20230512.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000212/cof-20230612.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000215/cof-20230614.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000220/cof-20230630.htm | https://www.sec.gov/Archives/edgar/data/927628/000095010323005513/dp192036_8k.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312523163525/d489607d8k.htm,COF 8-K 2023 Q2,
COF,Capital One Financial Corp,sec_filing,8-K,2023,3,2023_Q3,5,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/927628/000092762823000231/cof-20230720.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000232/cof-20230720.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000269/cof-20230814.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000275/cof-20230908.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000277/cof-20230914.htm,COF 8-K 2023 Q3,
COF,Capital One Financial Corp,sec_filing,8-K,2023,4,2023_Q4,6,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/927628/000092762823000284/cof-20231026.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000285/cof-20231026.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000307/cof-20231114.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000311/cof-20231204.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762823000317/cof-20231214.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312523268197/d577198d8k.htm,COF 8-K 2023 Q4,
COF,Capital One Financial Corp,sec_filing,8-K,2024,1,2024_Q1,13,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/927628/000092762824000008/cof-20240125.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000009/cof-20240125.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000034/cof-20240205.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000054/cof-20240214.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000097/cof-20240226.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000103/cof-20240228.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000109/cof-20240304.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000140/cof-20240314.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312524021852/d765671d8k.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312524039233/d772981d8k.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312524042826/d780383d8k.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312524064248/d796210d8k.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312524064949/d777449d8k.htm,COF 8-K 2024 Q1,
COF,Capital One Financial Corp,sec_filing,8-K,2024,2,2024_Q2,8,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/927628/000092762824000158/cof-20240425.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000159/cof-20240425.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000178/cof-20240502.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000219/cof-20240514.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000222/cof-20240524.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000225/cof-20240610.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000228/cof-20240614.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000242/cof-20240628.htm,COF 8-K 2024 Q2,
COF,Capital One Financial Corp,sec_filing,8-K,2024,3,2024_Q3,7,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/927628/000092762824000253/cof-20240723.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000254/cof-20240723.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000272/cof-20240814.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000279/cof-20240909.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000284/cof-20240913.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312524183257/d801972d8k.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312524186203/d612530d8k.htm,COF 8-K 2024 Q3,
COF,Capital One Financial Corp,sec_filing,8-K,2024,4,2024_Q4,5,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/927628/000092762824000296/cof-20241024.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000297/cof-20241024.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000326/cof-20241114.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000328/cof-20241209.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762824000331/cof-20241213.htm,COF 8-K 2024 Q4,
COF,Capital One Financial Corp,sec_filing,8-K,2025,1,2025_Q1,10,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/927628/000092762825000008/cof-20250121.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000009/cof-20250121.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000044/cof-20250204.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000047/cof-20250210.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000052/cof-20250214.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000056/cof-20250218.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000120/cof-20250314.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312525011793/d918322d8k.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312525017228/d915165d8k.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312525023100/d920511d8k.htm,COF 8-K 2025 Q1,
COF,Capital One Financial Corp,sec_filing,8-K,2025,2,2025_Q2,11,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/927628/000092762825000123/cof-20250418.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000130/cof-20250422.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000131/cof-20250422.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000144/cof-20250508.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000167/cof-20250514.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000201/cof-20250605.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000223/cof-20250609.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000226/cof-20250613.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312525122059/d934475d8k.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312525146266/d837776d8k.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312525152658/d926615d8k.htm,COF 8-K 2025 Q2,
COF,Capital One Financial Corp,sec_filing,8-K,2025,3,2025_Q3,7,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/927628/000092762825000232/cof-20250701.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000240/cof-20250722.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000241/cof-20250722.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000252/cof-20250814.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000255/cof-20250908.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000258/cof-20250912.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312525201421/d920110d8k.htm,COF 8-K 2025 Q3,
COF,Capital One Financial Corp,sec_filing,8-K,2025,4,2025_Q4,6,1,partial,quarterly 8-K inventory compared to SEC filing list,zip_member,/Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COF/8-K/COF_8-K_2025_Q4/primary-document.html,https://www.sec.gov/Archives/edgar/data/927628/000092762825000267/cof-20251020.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000268/cof-20251021.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000280/cof-20251103.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000283/cof-20251114.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000285/cof-20251208.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762825000288/cof-20251212.htm,COF 8-K 2025 Q4,
COF,Capital One Financial Corp,sec_filing,8-K,2026,1,2026_Q1,7,7,available,quarterly 8-K inventory compared to SEC filing list,zip_member,/Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COF/8-K/COF_8-K_2026_Q1/primary-document.html | /Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COF/8-K/COF_8-K_2026_Q1_2/primary-document.html | /Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COF/8-K/COF_8-K_2026_Q1_3/primary-document.html | /Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COF/8-K/COF_8-K_2026_Q1_4/primary-document.html | /Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COF/8-K/COF_8-K_2026_Q1_5/primary-document.html | /Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COF/8-K/COF_8-K_2026_Q1_6/primary-document.html | /Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COF/8-K/COF_8-K_2026_Q1_7/primary-document.html,https://www.sec.gov/Archives/edgar/data/927628/000092762826000004/cof-20260122.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762826000011/cof-20260203.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762826000014/cof-20260209.htm | https://www.sec.gov/Archives/edgar/data/927628/000092762826000019/cof-20260213.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312526019444/d45426d8k.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312526019543/d97758d8k.htm | https://www.sec.gov/Archives/edgar/data/927628/000119312526033632/d66948d8k.htm,COF 8-K 2026 Q1,
COF,Capital One Financial Corp,mra_mria,mra_mria,,,all_periods,,0,not_public,no public MRA/MRIA document located,local_file,,,Capital One Financial Corp MRA MRIA supervisory letter AI,MRA/MRIA inventory has no fixed expected count
COLB,"Columbia Banking System, Inc.",transcript,transcript,2024,1,2024_Q1,1,1,available,transcript present,zip_member,/Users/omtailor/BUFN403_Capstone/transcripts_final-20260304T030232Z-1-001.zip::transcripts_final/COLB_2024_Q1.txt,,"Columbia Banking System, Inc. earnings call transcript 2024 Q1",
COLB,"Columbia Banking System, Inc.",transcript,transcript,2024,2,2024_Q2,1,1,available,transcript present,zip_member,/Users/omtailor/BUFN403_Capstone/transcripts_final-20260304T030232Z-1-001.zip::transcripts_final/COLB_2024_Q2.txt,,"Columbia Banking System, Inc. earnings call transcript 2024 Q2",
COLB,"Columbia Banking System, Inc.",transcript,transcript,2024,3,2024_Q3,1,1,available,transcript present,zip_member,/Users/omtailor/BUFN403_Capstone/transcripts_final-20260304T030232Z-1-001.zip::transcripts_final/COLB_2024_Q3.txt,,"Columbia Banking System, Inc. earnings call transcript 2024 Q3",
COLB,"Columbia Banking System, Inc.",transcript,transcript,2024,4,2024_Q4,1,1,available,transcript present,zip_member,/Users/omtailor/BUFN403_Capstone/transcripts_final-20260304T030232Z-1-001.zip::transcripts_final/COLB_2024_Q4.txt,,"Columbia Banking System, Inc. earnings call transcript 2024 Q4",
COLB,"Columbia Banking System, Inc.",transcript,transcript,2025,1,2025_Q1,1,1,available,transcript present,zip_member,/Users/omtailor/BUFN403_Capstone/transcripts_final-20260304T030232Z-1-001.zip::transcripts_final/COLB_2025_Q1.txt,,"Columbia Banking System, Inc. earnings call transcript 2025 Q1",
COLB,"Columbia Banking System, Inc.",transcript,transcript,2025,2,2025_Q2,1,1,available,transcript present,zip_member,/Users/omtailor/BUFN403_Capstone/transcripts_final-20260304T030232Z-1-001.zip::transcripts_final/COLB_2025_Q2.txt,,"Columbia Banking System, Inc. earnings call transcript 2025 Q2",
COLB,"Columbia Banking System, Inc.",transcript,transcript,2025,3,2025_Q3,1,1,available,transcript present,zip_member,/Users/omtailor/BUFN403_Capstone/transcripts_final-20260304T030232Z-1-001.zip::transcripts_final/COLB_2025_Q3.txt,,"Columbia Banking System, Inc. earnings call transcript 2025 Q3",
COLB,"Columbia Banking System, Inc.",transcript,transcript,2025,4,2025_Q4,1,1,available,transcript present,zip_member,/Users/omtailor/BUFN403_Capstone/transcripts_final-20260304T030232Z-1-001.zip::transcripts_final/COLB_2025_Q4.txt,,"Columbia Banking System, Inc. earnings call transcript 2025 Q4",
COLB,"Columbia Banking System, Inc.",call_report,call_report,2024,1,2024_Q1,1,0,missing,call report exists via FDIC API but not stored locally,local_file,,https://api.fdic.gov/banks/financials?format=json&limit=200&sort_by=REPDTE&sort_order=DESC&filters=CERT:17266,"Columbia Banking System, Inc. call report 2024 Q1","Matched FDIC institution 'Columbia Bank' / COLUMBIA BANKING SYSTEM INC (CERT 17266, confidence 1.0)"
COLB,"Columbia Banking System, Inc.",call_report,call_report,2024,2,2024_Q2,1,0,missing,call report exists via FDIC API but not stored locally,local_file,,https://api.fdic.gov/banks/financials?format=json&limit=200&sort_by=REPDTE&sort_order=DESC&filters=CERT:17266,"Columbia Banking System, Inc. call report 2024 Q2","Matched FDIC institution 'Columbia Bank' / COLUMBIA BANKING SYSTEM INC (CERT 17266, confidence 1.0)"
COLB,"Columbia Banking System, Inc.",call_report,call_report,2024,3,2024_Q3,1,0,missing,call report exists via FDIC API but not stored locally,local_file,,https://api.fdic.gov/banks/financials?format=json&limit=200&sort_by=REPDTE&sort_order=DESC&filters=CERT:17266,"Columbia Banking System, Inc. call report 2024 Q3","Matched FDIC institution 'Columbia Bank' / COLUMBIA BANKING SYSTEM INC (CERT 17266, confidence 1.0)"
COLB,"Columbia Banking System, Inc.",call_report,call_report,2024,4,2024_Q4,1,0,missing,call report exists via FDIC API but not stored locally,local_file,,https://api.fdic.gov/banks/financials?format=json&limit=200&sort_by=REPDTE&sort_order=DESC&filters=CERT:17266,"Columbia Banking System, Inc. call report 2024 Q4","Matched FDIC institution 'Columbia Bank' / COLUMBIA BANKING SYSTEM INC (CERT 17266, confidence 1.0)"
COLB,"Columbia Banking System, Inc.",call_report,call_report,2025,1,2025_Q1,1,0,missing,call report exists via FDIC API but not stored locally,local_file,,https://api.fdic.gov/banks/financials?format=json&limit=200&sort_by=REPDTE&sort_order=DESC&filters=CERT:17266,"Columbia Banking System, Inc. call report 2025 Q1","Matched FDIC institution 'Columbia Bank' / COLUMBIA BANKING SYSTEM INC (CERT 17266, confidence 1.0)"
COLB,"Columbia Banking System, Inc.",call_report,call_report,2025,2,2025_Q2,1,0,missing,call report exists via FDIC API but not stored locally,local_file,,https://api.fdic.gov/banks/financials?format=json&limit=200&sort_by=REPDTE&sort_order=DESC&filters=CERT:17266,"Columbia Banking System, Inc. call report 2025 Q2","Matched FDIC institution 'Columbia Bank' / COLUMBIA BANKING SYSTEM INC (CERT 17266, confidence 1.0)"
COLB,"Columbia Banking System, Inc.",call_report,call_report,2025,3,2025_Q3,1,0,missing,call report exists via FDIC API but not stored locally,local_file,,https://api.fdic.gov/banks/financials?format=json&limit=200&sort_by=REPDTE&sort_order=DESC&filters=CERT:17266,"Columbia Banking System, Inc. call report 2025 Q3","Matched FDIC institution 'Columbia Bank' / COLUMBIA BANKING SYSTEM INC (CERT 17266, confidence 1.0)"
COLB,"Columbia Banking System, Inc.",call_report,call_report,2025,4,2025_Q4,1,0,missing,call report exists via FDIC API but not stored locally,local_file,,https://api.fdic.gov/banks/financials?format=json&limit=200&sort_by=REPDTE&sort_order=DESC&filters=CERT:17266,"Columbia Banking System, Inc. call report 2025 Q4","Matched FDIC institution 'Columbia Bank' / COLUMBIA BANKING SYSTEM INC (CERT 17266, confidence 1.0)"
COLB,"Columbia Banking System, Inc.",sec_filing,10-K,2024,4,2024_Q4,0,1,not_filed_by_cutoff,filing missing locally,zip_member,/Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COLB/10-K/COLB_10-K_2024_Q4/primary-document.html,,COLB 10-K 2024,
COLB,"Columbia Banking System, Inc.",sec_filing,10-K,2025,4,2025_Q4,0,0,not_filed_by_cutoff,filing missing locally,local_file,,,COLB 10-K 2025,
COLB,"Columbia Banking System, Inc.",sec_filing,10-Q,2024,1,2024_Q1,0,1,not_filed_by_cutoff,filing missing locally,zip_member,/Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COLB/10-Q/COLB_10-Q_2024_Q1/primary-document.html,,COLB 10-Q 2024,
COLB,"Columbia Banking System, Inc.",sec_filing,10-Q,2024,2,2024_Q2,1,1,available,local filing coverage complete,zip_member,/Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COLB/10-Q/COLB_10-Q_2024_Q2/primary-document.html,https://www.sec.gov/Archives/edgar/data/887343/000088734324000183/colb-20240331.htm,COLB 10-Q 2024,
COLB,"Columbia Banking System, Inc.",sec_filing,10-Q,2024,3,2024_Q3,1,1,available,local filing coverage complete,zip_member,/Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COLB/10-Q/COLB_10-Q_2024_Q3/primary-document.html,https://www.sec.gov/Archives/edgar/data/887343/000088734324000245/colb-20240630.htm,COLB 10-Q 2024,
COLB,"Columbia Banking System, Inc.",sec_filing,10-Q,2025,1,2025_Q1,0,1,not_filed_by_cutoff,filing missing locally,zip_member,/Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COLB/10-Q/COLB_10-Q_2025_Q1/primary-document.html,,COLB 10-Q 2025,
COLB,"Columbia Banking System, Inc.",sec_filing,10-Q,2025,2,2025_Q2,1,1,available,local filing coverage complete,zip_member,/Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COLB/10-Q/COLB_10-Q_2025_Q2/primary-document.html,https://www.sec.gov/Archives/edgar/data/887343/000088734325000166/colb-20250331.htm,COLB 10-Q 2025,
COLB,"Columbia Banking System, Inc.",sec_filing,10-Q,2025,3,2025_Q3,1,1,available,local filing coverage complete,zip_member,/Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COLB/10-Q/COLB_10-Q_2025_Q3/primary-document.html,https://www.sec.gov/Archives/edgar/data/887343/000088734325000233/colb-20250630.htm,COLB 10-Q 2025,
COLB,"Columbia Banking System, Inc.",sec_filing,DEF 14A,2024,2,2024_Q2,0,1,not_filed_by_cutoff,filing missing locally,zip_member,/Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COLB/DEF 14A/COLB_DEF14A_2024_Q2/primary-document.html,,COLB DEF 14A 2024,
COLB,"Columbia Banking System, Inc.",sec_filing,DEF 14A,2025,2,2025_Q2,1,1,available,local filing coverage complete,zip_member,/Users/omtailor/BUFN403_Capstone/10K_10Q_8K_DEF14A_combined_data.zip::data/sec-edgar-filings/COLB/DEF 14A/COLB_DEF14A_2025_Q2/primary-document.html,https://www.sec.gov/Archives/edgar/data/887343/000088734325000152/colb-20250403.htm,COLB DEF 14A 2025,
COLB,"Columbia Banking System, Inc.",sec_filing,8-K,2017,1,2017_Q1,3,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/887343/000088734317000021/colb4q2016form8-k.htm | https://www.sec.gov/Archives/edgar/data/887343/000119312517006255/d286123d8k.htm | https://www.sec.gov/Archives/edgar/data/887343/000119312517052413/d333134d8k.htm,COLB 8-K 2017 Q1,
COLB,"Columbia Banking System, Inc.",sec_filing,8-K,2017,2,2017_Q2,4,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/887343/000088734317000092/colb1q2017form8-k.htm | https://www.sec.gov/Archives/edgar/data/887343/000119312517185670/d384244d8k.htm | https://www.sec.gov/Archives/edgar/data/887343/000119312517198631/d411759d8k.htm | https://www.sec.gov/Archives/edgar/data/887343/000119312517218508/d403268d8k.htm,COLB 8-K 2017 Q2,
COLB,"Columbia Banking System, Inc.",sec_filing,8-K,2017,3,2017_Q3,3,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/887343/000088734317000141/colb2q2017form8-k.htm | https://www.sec.gov/Archives/edgar/data/887343/000119312517228594/d427883d8k.htm | https://www.sec.gov/Archives/edgar/data/887343/000119312517238584/d392461d8k.htm,COLB 8-K 2017 Q3,
COLB,"Columbia Banking System, Inc.",sec_filing,8-K,2017,4,2017_Q4,5,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/887343/000088734317000152/form8-kcolb3q2017dividend.htm | https://www.sec.gov/Archives/edgar/data/887343/000088734317000155/colb3q2017form8-k.htm | https://www.sec.gov/Archives/edgar/data/887343/000119312517302131/d433429d8k.htm | https://www.sec.gov/Archives/edgar/data/887343/000119312517327400/d680445d8k.htm | https://www.sec.gov/Archives/edgar/data/887343/000119312517329571/d485162d8k.htm,COLB 8-K 2017 Q4,
COLB,"Columbia Banking System, Inc.",sec_filing,8-K,2018,1,2018_Q1,3,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/887343/000088734318000010/colb4q2017form8-k.htm | https://www.sec.gov/Archives/edgar/data/887343/000119312518014841/d526909d8k.htm | https://www.sec.gov/Archives/edgar/data/887343/000119312518021783/d523074d8k.htm,COLB 8-K 2018 Q1,
COLB,"Columbia Banking System, Inc.",sec_filing,8-K,2018,2,2018_Q2,5,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/887343/000088734318000083/colb1q2018form8-k.htm | https://www.sec.gov/Archives/edgar/data/887343/000088734318000089/colb_8-kxresultsxofxannual.htm | https://www.sec.gov/Archives/edgar/data/887343/000119312518152949/d582055d8k.htm | https://www.sec.gov/Archives/edgar/data/887343/000119312518154452/d583337d8k.htm | https://www.sec.gov/Archives/edgar/data/887343/000119312518188197/d797991d8k.htm,COLB 8-K 2018 Q2,
COLB,"Columbia Banking System, Inc.",sec_filing,8-K,2018,3,2018_Q3,2,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/887343/000088734318000137/colb2q2018form8-k.htm | https://www.sec.gov/Archives/edgar/data/887343/000088734318000140/colb_8-kxsigristcompensato.htm,COLB 8-K 2018 Q3,
COLB,"Columbia Banking System, Inc.",sec_filing,8-K,2018,4,2018_Q4,2,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/887343/000088734318000147/colb3q2018form8-k.htm | https://www.sec.gov/Archives/edgar/data/887343/000088734318000157/colb_8-kxlawsoncicarrangem.htm,COLB 8-K 2018 Q4,
COLB,"Columbia Banking System, Inc.",sec_filing,8-K,2019,1,2019_Q1,1,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/887343/000088734319000010/colb4q2018form8-k.htm,COLB 8-K 2019 Q1,
COLB,"Columbia Banking System, Inc.",sec_filing,8-K,2019,2,2019_Q2,2,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/887343/000088734319000083/colb1q2019form8-k.htm | https://www.sec.gov/Archives/edgar/data/887343/000119312519159802/d711701d8k.htm,COLB 8-K 2019 Q2,
COLB,"Columbia Banking System, Inc.",sec_filing,8-K,2019,3,2019_Q3,1,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/887343/000088734319000112/colb2q2019form8-k.htm,COLB 8-K 2019 Q3,
COLB,"Columbia Banking System, Inc.",sec_filing,8-K,2019,4,2019_Q4,2,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/887343/000088734319000139/colboct19form8-kxdepar.htm | https://www.sec.gov/Archives/edgar/data/887343/000088734319000143/colb3q2019form8-k.htm,COLB 8-K 2019 Q4,
COLB,"Columbia Banking System, Inc.",sec_filing,8-K,2020,1,2020_Q1,4,0,missing,quarterly 8-K inventory compared to SEC filing list,local_file,,https://www.sec.gov/Archives/edgar/data/887343/000088734320000018/colbjan20form8-kxcicch.htm | https://www.sec.gov/Archives/edgar/data/887343/000088734320000026/colb4q2019form8-k.htm | https://www.sec.gov/Archives/edgar/data/887343/000088734320000073/colbform8-kxcfodepartu.htm | https://www.sec.gov/Archives/edgar/data/887343/000088734320000117/colbform8-kxcfodepartu.htm,COLB 8-K 2020 Q1,
