ticker,bank_name,period_year,period_quarter,period_label,cert_x,risk_report_date,CERT,REPDTE,NAME,ASSET,DEP,NETINC,ROA,ROE,EQ,NIMY,NCLNLS,NCLNLSR,P3ASSET,P9ASSET,COREDEP,DEPDOM,DEPINS,DEPUNINS,LNLSNET,equity_assets_ratio,deposit_assets_ratio,core_deposit_ratio,cert_y,ffiec_institution_name,commercial_loan_90_plus_dpd_numerator,commercial_loan_90_plus_dpd_denominator,commercial_loan_90_plus_dpd_rate,nondepository_requested_numerator,nondepository_requested_denominator,nondepository_requested_rate,quarterly_score,quarterly_rating
BK,Bank of New York Mellon Corp,2025,1,2025_Q1,639.0,20250331,639.0,20250331,BANK OF NEW YORK MELLON,356262000.0,310780000.0,1088000.0,1.2574091650450654,15.1,29672000.0,1.5274982038951204,205000.0,0.5694602627850774,20000.0,0.0,192728000.0,202806000.0,20390000.0,193315000.0,35727000.0,8.328701910391791,87.23355283471153,62.014286633631514,639.0,"BANK OF NEW YORK MELLON, THE",0.0,1181000.0,0.0,0.0,6711000.0,0.0,60.88163265306122,4
BK,Bank of New York Mellon Corp,2025,2,2025_Q2,639.0,20250630,639.0,20250630,BANK OF NEW YORK MELLON,398293000.0,348126000.0,2283000.0,1.2561095267351974,15.47,30917000.0,1.4790655339805825,277000.0,0.7810297186037332,16000.0,123000.0,214846000.0,227667000.0,25504000.0,214788000.0,35214000.0,7.762375939321052,87.40449869819454,61.71501123156558,639.0,"BANK OF NEW YORK MELLON, THE",0.0,1543000.0,0.0,0.0,6483000.0,0.0,57.44366496598639,3
BK,Bank of New York Mellon Corp,2025,3,2025_Q3,639.0,20250930,639.0,20250930,BANK OF NEW YORK MELLON,366502000.0,318144000.0,3482000.0,1.2745401136023586,15.76,29259000.0,1.5047125155445698,148000.0,0.393115172120697,17000.0,0.0,193368000.0,206711000.0,24577000.0,193864000.0,37400000.0,7.983312505798058,86.80552902849098,60.78002414001207,639.0,"BANK OF NEW YORK MELLON, THE",0.0,1454000.0,0.0,0.0,6340000.0,0.0,61.57738095238095,4
BK,Bank of New York Mellon Corp,2025,4,2025_Q4,639.0,20251231,639.0,20251231,BANK OF NEW YORK MELLON,380997000.0,332433000.0,4828000.0,1.3133776820461704,16.35,29822000.0,1.5257191354298676,131000.0,0.3218356918238994,26000.0,0.0,206269000.0,220677000.0,25968000.0,217695000.0,40480000.0,7.827358220668404,87.2534429404956,62.0482924378747,639.0,"BANK OF NEW YORK MELLON, THE",0.0,2138000.0,0.0,0.0,7182000.0,0.0,63.718112244897966,4
BKU,"BankUnited, Inc.",2024,1,2024_Q1,58979.0,20240331,58979.0,20240331,BANKUNITED NATIONAL ASSN,35066650.0,27311025.0,58899.0,0.6656402184614042,7.74,3091581.0,2.6716548898605286,371450.0,1.5332510536070303,230433.0,256270.0,21256425.0,27311025.0,14629544.0,12777304.0,24008744.0,8.816299817632993,77.88318815740882,77.83093091526224,58979.0,"BANKUNITED, NATIONAL ASSOCIATION",593.0,5093361.0,0.00011642606915158772,,1719859.0,,30.444444444444443,2
BKU,"BankUnited, Inc.",2024,2,2024_Q2,58979.0,20240630,58979.0,20240630,BANKUNITED NATIONAL ASSN,35401701.0,28037211.0,122002.0,0.6893450501613196,7.9,3176991.0,2.7343124755185877,398224.0,1.6169245333979958,187664.0,225362.0,22510303.0,28037211.0,14117810.0,14009600.0,24402786.0,8.974119633404056,79.19735551690016,80.28724041061002,58979.0,"BANKUNITED, NATIONAL ASSOCIATION",593.0,5228324.0,0.00011342066788515785,,2051414.0,,31.44444444444445,2
BKU,"BankUnited, Inc.",2024,3,2024_Q3,58979.0,20240930,58979.0,20240930,BANKUNITED NATIONAL ASSN,35758118.0,28194371.0,196054.0,0.736606414272184,8.35,3259299.0,2.7778843125777093,453371.0,1.8581766416026293,229986.0,229480.0,22399974.0,28194371.0,14680253.0,13592365.0,24170454.0,9.114850507512728,78.8474689859237,79.44839060250715,58979.0,"BANKUNITED, NATIONAL ASSOCIATION",593.0,5193928.0,0.00011417177904660982,,1929949.0,,31.333333333333336,2
BKU,"BankUnited, Inc.",2024,4,2024_Q4,58979.0,20241231,58979.0,20241231,BANKUNITED NATIONAL ASSN,35206606.0,28172154.0,276296.0,0.7798177424116045,8.77,3233365.0,2.8214577890259767,476777.0,1.9622083811082238,202961.0,226663.0,22174334.0,28172154.0,14539508.0,13719318.0,24074827.0,9.183972462440714,80.01951111106818,78.71011211993233,58979.0,"BANKUNITED, NATIONAL ASSOCIATION",593.0,5155167.0,0.00011503022113541617,0.0,1986816.0,0.0,33.79345238095238,2
BKU,"BankUnited, Inc.",2025,1,2025_Q1,58979.0,20250331,58979.0,20250331,BANKUNITED NATIONAL ASSN,34811275.0,28520672.0,69109.0,0.7896154412327901,8.59,3200781.0,2.9027724744775765,509381.0,2.123314483316499,215283.0,250163.0,23051963.0,28520672.0,14115915.0,14477719.0,23770152.0,9.194667532286594,81.92940936521285,80.82545530483995,58979.0,"BANKUNITED, NATIONAL ASSOCIATION",593.0,5000877.0,0.0001185792012081081,0.0,1948160.0,0.0,33.62040816326531,2
BKU,"BankUnited, Inc.",2025,2,2025_Q2,58979.0,20250630,58979.0,20250630,BANKUNITED NATIONAL ASSN,35441030.0,29240951.0,149449.0,0.8502780765486948,9.37,3136112.0,2.9702549444882367,570083.0,2.3799543173746396,158662.0,194335.0,24416220.0,29240951.0,13433839.0,15871447.0,23730797.0,8.848817317103933,82.50592886267695,83.50008862570851,58979.0,"BANKUNITED, NATIONAL ASSOCIATION",593.0,4745665.0,0.00012495614418632584,0.0,2008677.0,0.0,35.406037414965986,2
