ticker,bank_name,period_year,period_quarter,period_label,weighted_hits,matched_chunks,matched_docs,family_breadth,source_breadth,asset_based_lending,direct_lending,fund_finance,private_capital,private_credit,private_debt,sponsor_finance,quarterly_score,quarterly_rating
FLG,"Flagstar Financial, Inc.",2025,3,2025_Q3,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,33.660714285714285,2
FLG,"Flagstar Financial, Inc.",2025,4,2025_Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FNB,Fnb Corp,2024,1,2024_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FNB,Fnb Corp,2024,2,2024_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FNB,Fnb Corp,2024,3,2024_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FNB,Fnb Corp,2024,4,2024_Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FNB,Fnb Corp,2025,1,2025_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FNB,Fnb Corp,2025,2,2025_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FNB,Fnb Corp,2025,3,2025_Q3,3.8,3.0,3.0,3.0,1.0,0.0,1.0,0.0,1.7999999999999998,0.0,1.0,0.0,59.19642857142858,3
FNB,Fnb Corp,2025,4,2025_Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
GS,Goldman Sachs Group Inc,2024,1,2024_Q1,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,54.0909090909091,3
GS,Goldman Sachs Group Inc,2024,2,2024_Q2,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46.041666666666664,3
GS,Goldman Sachs Group Inc,2024,3,2024_Q3,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46.1,3
GS,Goldman Sachs Group Inc,2024,4,2024_Q4,6.6,7.0,6.0,2.0,2.0,0.0,0.0,0.0,0.6,6.0,0.0,0.0,87.57352941176471,5
GS,Goldman Sachs Group Inc,2025,1,2025_Q1,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,61.5,4
GS,Goldman Sachs Group Inc,2025,2,2025_Q2,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,42.142857142857146,3
GS,Goldman Sachs Group Inc,2025,3,2025_Q3,4.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,59.375,3
GS,Goldman Sachs Group Inc,2025,4,2025_Q4,0.6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,21.730769230769234,2
HBAN,Huntington Bancshares Inc,2024,1,2024_Q1,0.9,1.0,1.0,1.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,30.340909090909093,2
HBAN,Huntington Bancshares Inc,2024,2,2024_Q2,4.8,4.0,3.0,2.0,2.0,1.2,0.0,3.6,0.0,0.0,0.0,0.0,86.35416666666667,5
HBAN,Huntington Bancshares Inc,2024,3,2024_Q3,1.5,1.0,1.0,2.0,1.0,0.6,0.0,0.9,0.0,0.0,0.0,0.0,52.1,3
HBAN,Huntington Bancshares Inc,2024,4,2024_Q4,3.0,3.0,2.0,2.0,1.0,1.2,0.0,1.8,0.0,0.0,0.0,0.0,58.16176470588236,3
HBAN,Huntington Bancshares Inc,2025,1,2025_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
HBAN,Huntington Bancshares Inc,2025,2,2025_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
HBAN,Huntington Bancshares Inc,2025,3,2025_Q3,0.9,1.0,1.0,1.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,19.910714285714285,1
HBAN,Huntington Bancshares Inc,2025,4,2025_Q4,2.1,2.0,2.0,2.0,1.0,1.2,0.0,0.9,0.0,0.0,0.0,0.0,57.11538461538462,3
JPM,Jpmorgan Chase & Co,2024,1,2024_Q1,5.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,72.8409090909091,4
JPM,Jpmorgan Chase & Co,2024,2,2024_Q2,5.6,4.0,1.0,3.0,1.0,0.0,3.0,0.0,0.6,2.0,0.0,0.0,82.29166666666667,5
JPM,Jpmorgan Chase & Co,2024,3,2024_Q3,6.0,6.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,80.69999999999999,5
JPM,Jpmorgan Chase & Co,2024,4,2024_Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
JPM,Jpmorgan Chase & Co,2025,1,2025_Q1,0.6,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,27.125,2
JPM,Jpmorgan Chase & Co,2025,2,2025_Q2,8.0,8.0,7.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,71.07142857142857,4
JPM,Jpmorgan Chase & Co,2025,3,2025_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
JPM,Jpmorgan Chase & Co,2025,4,2025_Q4,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,75.57692307692308,4
KEY,Keycorp,2024,1,2024_Q1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.84090909090909,2
KEY,Keycorp,2024,2,2024_Q2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.854166666666664,2
KEY,Keycorp,2024,3,2024_Q3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.700000000000003,2
KEY,Keycorp,2024,4,2024_Q4,4.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,66.25,4
KEY,Keycorp,2025,1,2025_Q1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.5,2
KEY,Keycorp,2025,2,2025_Q2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.428571428571427,2
KEY,Keycorp,2025,3,2025_Q3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22.85714285714286,2
KEY,Keycorp,2025,4,2025_Q4,4.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,76.15384615384615,4
MS,Morgan Stanley,2024,1,2024_Q1,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,54.0909090909091,3
MS,Morgan Stanley,2024,2,2024_Q2,1.6,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,48.854166666666664,3
MS,Morgan Stanley,2024,3,2024_Q3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.700000000000003,2
MS,Morgan Stanley,2024,4,2024_Q4,3.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,58.16176470588236,3
MS,Morgan Stanley,2025,1,2025_Q1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.5,2
MS,Morgan Stanley,2025,2,2025_Q2,3.6,4.0,4.0,3.0,2.0,0.0,1.0,0.0,0.6,2.0,0.0,0.0,81.16071428571428,5
MS,Morgan Stanley,2025,3,2025_Q3,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,43.035714285714285,3
MS,Morgan Stanley,2025,4,2025_Q4,6.0,6.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,90.38461538461539,5
MTB,M&T Bank Corp,2024,1,2024_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MTB,M&T Bank Corp,2024,2,2024_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MTB,M&T Bank Corp,2024,3,2024_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MTB,M&T Bank Corp,2024,4,2024_Q4,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,47.50000000000001,3
MTB,M&T Bank Corp,2025,1,2025_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MTB,M&T Bank Corp,2025,2,2025_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MTB,M&T Bank Corp,2025,3,2025_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MTB,M&T Bank Corp,2025,4,2025_Q4,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,42.884615384615394,3
NTRS,Northern Trust Corp,2024,1,2024_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NTRS,Northern Trust Corp,2024,2,2024_Q2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.854166666666664,2
NTRS,Northern Trust Corp,2024,3,2024_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NTRS,Northern Trust Corp,2024,4,2024_Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NTRS,Northern Trust Corp,2025,1,2025_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NTRS,Northern Trust Corp,2025,2,2025_Q2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26.428571428571427,2
NTRS,Northern Trust Corp,2025,3,2025_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NTRS,Northern Trust Corp,2025,4,2025_Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ONB,Old National Bancorp,2024,1,2024_Q1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37.84090909090909,2
ONB,Old National Bancorp,2024,2,2024_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ONB,Old National Bancorp,2024,3,2024_Q3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30.700000000000003,2
ONB,Old National Bancorp,2024,4,2024_Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ONB,Old National Bancorp,2025,1,2025_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ONB,Old National Bancorp,2025,2,2025_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ONB,Old National Bancorp,2025,3,2025_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
ONB,Old National Bancorp,2025,4,2025_Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PB,Prosperity Bancshares Inc,2024,1,2024_Q1,1.6,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,61.59090909090909,4
PB,Prosperity Bancshares Inc,2024,2,2024_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PB,Prosperity Bancshares Inc,2024,3,2024_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PB,Prosperity Bancshares Inc,2024,4,2024_Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PB,Prosperity Bancshares Inc,2025,1,2025_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PB,Prosperity Bancshares Inc,2025,2,2025_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PB,Prosperity Bancshares Inc,2025,3,2025_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PB,Prosperity Bancshares Inc,2025,4,2025_Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PNC,"Pnc Financial Services Group, Inc.",2024,1,2024_Q1,0.6,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,25.340909090909093,2
PNC,"Pnc Financial Services Group, Inc.",2024,2,2024_Q2,1.2,2.0,2.0,1.0,2.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,44.583333333333336,3
PNC,"Pnc Financial Services Group, Inc.",2024,3,2024_Q3,0.6,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,21.900000000000002,2
PNC,"Pnc Financial Services Group, Inc.",2024,4,2024_Q4,0.6,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,19.19117647058824,1
PNC,"Pnc Financial Services Group, Inc.",2025,1,2025_Q1,0.6,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,27.125,2
PNC,"Pnc Financial Services Group, Inc.",2025,2,2025_Q2,2.6,3.0,3.0,2.0,1.0,0.6,0.0,0.0,0.0,2.0,0.0,0.0,57.32142857142858,3
PNC,"Pnc Financial Services Group, Inc.",2025,3,2025_Q3,4.4,4.0,4.0,4.0,2.0,0.6,1.0,0.0,1.7999999999999998,0.0,1.0,0.0,80.17857142857144,5
PNC,"Pnc Financial Services Group, Inc.",2025,4,2025_Q4,3.4,4.0,4.0,3.0,2.0,1.7999999999999998,1.0,0.0,0.6,0.0,0.0,0.0,87.69230769230771,5
PNFP,Pinnacle Financial Partners Inc,2024,1,2024_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PNFP,Pinnacle Financial Partners Inc,2024,2,2024_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PNFP,Pinnacle Financial Partners Inc,2024,3,2024_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PNFP,Pinnacle Financial Partners Inc,2024,4,2024_Q4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.279411764705884,2
PNFP,Pinnacle Financial Partners Inc,2025,1,2025_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PNFP,Pinnacle Financial Partners Inc,2025,2,2025_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PNFP,Pinnacle Financial Partners Inc,2025,3,2025_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PNFP,Pinnacle Financial Partners Inc,2025,4,2025_Q4,0.6,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,21.730769230769234,2
RF,Regions Financial Corp,2024,1,2024_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RF,Regions Financial Corp,2024,2,2024_Q2,0.9,1.0,1.0,1.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,23.125,2
RF,Regions Financial Corp,2024,3,2024_Q3,2.6,3.0,1.0,2.0,1.0,0.6,0.0,0.0,0.0,2.0,0.0,0.0,65.30000000000001,4
RF,Regions Financial Corp,2024,4,2024_Q4,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.279411764705884,2
RF,Regions Financial Corp,2025,1,2025_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RF,Regions Financial Corp,2025,2,2025_Q2,0.6,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,18.571428571428573,1
RF,Regions Financial Corp,2025,3,2025_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RF,Regions Financial Corp,2025,4,2025_Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RJF,Raymond James Financial Inc,2024,1,2024_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RJF,Raymond James Financial Inc,2024,2,2024_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RJF,Raymond James Financial Inc,2024,3,2024_Q3,2.8,3.0,3.0,2.0,1.0,0.0,0.0,1.8,0.0,1.0,0.0,0.0,67.5,4
RJF,Raymond James Financial Inc,2024,4,2024_Q4,2.5,3.0,3.0,3.0,1.0,0.0,0.0,0.9,0.6,1.0,0.0,0.0,61.1764705882353,4
RJF,Raymond James Financial Inc,2025,1,2025_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
RJF,Raymond James Financial Inc,2025,2,2025_Q2,2.8,3.0,3.0,2.0,2.0,0.0,0.0,1.8,0.0,1.0,0.0,0.0,69.28571428571428,4
RJF,Raymond James Financial Inc,2025,3,2025_Q3,3.7,4.0,4.0,2.0,2.0,0.0,0.0,2.7,0.0,1.0,0.0,0.0,61.875,4
RJF,Raymond James Financial Inc,2025,4,2025_Q4,2.4,3.0,3.0,2.0,1.0,0.0,0.0,1.8,0.6,0.0,0.0,0.0,59.23076923076923,3
SCHW,Schwab Charles Corp,2024,1,2024_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SCHW,Schwab Charles Corp,2024,2,2024_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SCHW,Schwab Charles Corp,2024,3,2024_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SCHW,Schwab Charles Corp,2024,4,2024_Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SCHW,Schwab Charles Corp,2025,1,2025_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SCHW,Schwab Charles Corp,2025,2,2025_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SCHW,Schwab Charles Corp,2025,3,2025_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SCHW,Schwab Charles Corp,2025,4,2025_Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SF,Stifel Financial Corp,2024,1,2024_Q1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.84090909090909,2
SF,Stifel Financial Corp,2024,2,2024_Q2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.854166666666664,2
SF,Stifel Financial Corp,2024,3,2024_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SF,Stifel Financial Corp,2024,4,2024_Q4,4.3,6.0,4.0,3.0,1.0,0.0,0.0,0.9,2.4,0.0,1.0,0.0,77.3529411764706,4
SF,Stifel Financial Corp,2025,1,2025_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SF,Stifel Financial Corp,2025,2,2025_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SF,Stifel Financial Corp,2025,3,2025_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SF,Stifel Financial Corp,2025,4,2025_Q4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.42307692307693,2
SNV,Synovus Financial Corp,2024,1,2024_Q1,1.2,2.0,2.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,45.34090909090909,3
SNV,Synovus Financial Corp,2024,2,2024_Q2,1.7999999999999998,3.0,2.0,1.0,1.0,1.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,40.3125,3
SNV,Synovus Financial Corp,2024,3,2024_Q3,0.6,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,21.900000000000002,2
SNV,Synovus Financial Corp,2024,4,2024_Q4,1.2,2.0,2.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,32.94117647058824,2
SNV,Synovus Financial Corp,2025,1,2025_Q1,0.6,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,27.125,2
SNV,Synovus Financial Corp,2025,2,2025_Q2,1.2,2.0,2.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,36.25,2
SNV,Synovus Financial Corp,2025,3,2025_Q3,1.2,2.0,2.0,1.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,26.785714285714285,2
SNV,Synovus Financial Corp,2025,4,2025_Q4,0.6,1.0,1.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,21.730769230769234,2
SOFI,"SoFi Technologies, Inc.",2024,1,2024_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SOFI,"SoFi Technologies, Inc.",2024,2,2024_Q2,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,46.041666666666664,3
SOFI,"SoFi Technologies, Inc.",2024,3,2024_Q3,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,59.300000000000004,3
SOFI,"SoFi Technologies, Inc.",2024,4,2024_Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SOFI,"SoFi Technologies, Inc.",2025,1,2025_Q1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,39.5,2
SOFI,"SoFi Technologies, Inc.",2025,2,2025_Q2,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,42.142857142857146,3
SOFI,"SoFi Technologies, Inc.",2025,3,2025_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SOFI,"SoFi Technologies, Inc.",2025,4,2025_Q4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.42307692307693,2
SSB,SouthState Bank Corp,2024,1,2024_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SSB,SouthState Bank Corp,2024,2,2024_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SSB,SouthState Bank Corp,2024,3,2024_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SSB,SouthState Bank Corp,2024,4,2024_Q4,0.6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,19.19117647058824,1
SSB,SouthState Bank Corp,2025,1,2025_Q1,1.7999999999999998,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.7999999999999998,0.0,0.0,0.0,54.625,3
SSB,SouthState Bank Corp,2025,2,2025_Q2,1.2,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,36.25,2
SSB,SouthState Bank Corp,2025,3,2025_Q3,1.2,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,26.785714285714285,2
SSB,SouthState Bank Corp,2025,4,2025_Q4,1.2,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,39.71153846153846,2
STT,State Street Corp,2024,1,2024_Q1,9.0,10.0,8.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,75.3409090909091,4
STT,State Street Corp,2024,2,2024_Q2,9.0,10.0,8.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,73.54166666666667,4
STT,State Street Corp,2024,3,2024_Q3,9.9,11.0,8.0,1.0,1.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,73.6,4
STT,State Street Corp,2024,4,2024_Q4,11.0,12.0,9.0,2.0,1.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,80.80882352941177,5
STT,State Street Corp,2025,1,2025_Q1,9.0,10.0,7.0,1.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,85.25,5
STT,State Street Corp,2025,2,2025_Q2,8.1,9.0,7.0,1.0,1.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,62.767857142857146,4
STT,State Street Corp,2025,3,2025_Q3,8.1,9.0,7.0,1.0,1.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,62.142857142857146,4
STT,State Street Corp,2025,4,2025_Q4,15.0,13.0,9.0,3.0,1.0,0.0,0.0,9.0,0.0,4.0,2.0,0.0,88.26923076923077,5
SYF,Synchrony Financial,2024,1,2024_Q1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SYF,Synchrony Financial,2024,2,2024_Q2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SYF,Synchrony Financial,2024,3,2024_Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SYF,Synchrony Financial,2024,4,2024_Q4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
