ticker,bank_name,cert,period_year,period_quarter,period_label,risk_report_date,CERT,REPDTE,NAME,ASSET,DEP,NETINC,ROA,ROE,EQ,NIMY,NCLNLS,NCLNLSR,P3ASSET,P9ASSET,COREDEP,DEPDOM,DEPINS,DEPUNINS,LNLSNET,equity_assets_ratio,deposit_assets_ratio,core_deposit_ratio
AXP,American Express Co,27471,2025,2,2025_Q2,20250630,27471,20250630,AMERICAN EXPRESS NB,211720953,168449838,3980595,3.926726948973177,42.73,18181353,8.153299912830466,1123413,0.698683553989836,927378,531812,139516055,168449838,137341300,36355947,155094501,8.587413169257745,79.56219524479468,82.82350203269415
AXP,American Express Co,27471,2025,3,2025_Q3,20250930,27471,20250930,AMERICAN EXPRESS NB,211134002,168152162,6114398,3.979826808684467,44.03,18165686,8.23645171520825,1213332,0.7434886378225766,988437,621140,139528447,168152162,137890130,37572882,157391325,8.603865709891673,79.64238843916766,82.97749213596195
AXP,American Express Co,27471,2025,4,2025_Q4,20251231,27471,20251231,AMERICAN EXPRESS NB,211275193,167788454,8009173,3.8855330674183493,43.03,19010556,8.30406780384196,1211380,0.7079580976095605,1015545,547946,140269165,167788454,139972833,35608844,165259395,8.998006689786813,79.4170160810124,83.59881842644548
BAC,Bank Of America Corp,3510,2024,1,2024_Q1,20240331,3510,20240331,BANK OF AMERICA NA,2550363000,2048157000,6410000,1.007370819131166,10.83,237333000,2.5429404980690533,7986000,0.7623866348448688,3941000,1869000,1802524000,1929388000,1207690000,794623000,1034335000,9.305851755220727,80.30845020885262,88.00712054788768
BAC,Bank Of America Corp,3510,2024,2,2024_Q2,20240630,3510,20240630,BANK OF AMERICA NA,2550584000,2018886000,13217000,1.0378398921720708,11.12,239356000,2.4989117507402048,7830000,0.7425101775101918,3782000,1777000,1757911000,1901769000,1193114000,781300000,1041322000,9.384360601336791,79.15387221122691,87.07331667067878
BAC,Bank Of America Corp,3510,2024,3,2024_Q3,20240930,3510,20240930,BANK OF AMERICA NA,2565878000,2017820000,20274000,1.0593310650076257,11.3,243688000,2.4970053623944977,8506000,0.7892990864507987,4690000,2313000,1755945000,1892511000,1178293000,791512000,1064437000,9.497255910062755,78.64052772579211,87.02188500460893
BAC,Bank Of America Corp,3510,2024,4,2024_Q4,20241231,3510,20241231,BANK OF AMERICA NA,2589060000,2055465000,27197000,1.06271482785911,11.31,245482000,2.498324032351471,8543000,0.7782969663454662,5798000,4044000,1793763000,1926068000,1186899000,821914000,1084434000,9.481510664102029,79.39039651456513,87.26799045471464
BAC,Bank Of America Corp,3510,2025,1,2025_Q1,20250331,3510,20250331,BANK OF AMERICA NA,2615296000,2071624000,7133000,1.0964661141551424,11.59,246924000,2.4584544391158842,8411000,0.7586814043227972,5682000,3193000,1811544000,1942170000,1198245000,822178000,1095391000,9.441531666014095,79.21183682458887,87.44559823597332
BAC,Bank Of America Corp,3510,2025,2,2025_Q2,20250630,3510,20250630,BANK OF AMERICA NA,2665555000,2109261000,14550000,1.1092882753057818,11.75,250540000,2.4629170373027565,8087000,0.7075729643606163,4994000,2214000,1842513000,1975044000,1171392000,878711000,1129643000,9.399168278276006,79.13027493336284,87.35348541503399
BAC,Bank Of America Corp,3510,2025,3,2025_Q3,20250930,3510,20250930,BANK OF AMERICA NA,2651090000,2094732000,22536000,1.1423722438577848,12.09,251567000,2.478776867134404,7847000,0.675627389815565,4928000,3021000,1827174000,1956667000,1162629000,869263000,1148203000,9.489191238320842,79.01399047184366,87.22710112797246
BAC,Bank Of America Corp,3510,2025,4,2025_Q4,20251231,3510,20251231,BANK OF AMERICA NA,2636823000,2101968000,30380000,1.1544462063028051,12.24,246250000,2.503407554197315,8326000,0.7055495719332618,5412000,2773000,1836995000,1961689000,1172090000,862444000,1166885000,9.338890020300946,79.71593087590635,87.39405166967337
BK,Bank of New York Mellon Corp,639,2024,1,2024_Q1,20240331,639,20240331,BANK OF NEW YORK MELLON,357477000,312760000,664000,0.7698483781300453,9.64,27470000,1.3021031360170334,261000,0.6472572165459776,472000,0,209156000,212250000,15061000,208403000,40019000,7.684410465568414,87.49094347328639,66.87428059854201
BK,Bank of New York Mellon Corp,639,2024,2,2024_Q2,20240630,639,20240630,BANK OF NEW YORK MELLON,351806000,305747000,1591000,0.9162881594759898,11.55,27562000,1.2878596479207973,213000,0.5824924111904175,13000,0,198565000,202091000,15573000,197854000,36301000,7.834431476438719,86.90784125341807,64.94421858595504
BK,Bank of New York Mellon Corp,639,2024,3,2024_Q3,20240930,639,20240930,BANK OF NEW YORK MELLON,348079000,299978000,2561000,0.9826903836344001,12.28,28578000,1.3160215993432567,198000,0.5452292441140025,30000,0,191634000,195220000,15152000,192264000,36040000,8.210205154576979,86.18101063264373,63.88268473021355
BK,Bank of New York Mellon Corp,639,2024,4,2024_Q4,20241231,639,20241231,BANK OF NEW YORK MELLON,335955000,291378000,3488000,1.0105188991370029,12.53,27960000,1.3830537879425417,168000,0.4530255635853737,7000,0,188711000,194168000,16650000,189813000,36812000,8.322543197749699,86.73125865071215,64.76501314443782
BK,Bank of New York Mellon Corp,639,2025,1,2025_Q1,20250331,639,20250331,BANK OF NEW YORK MELLON,356262000,310780000,1088000,1.2574091650450654,15.1,29672000,1.5274982038951204,205000,0.5694602627850774,20000,0,192728000,202806000,20390000,193315000,35727000,8.328701910391791,87.23355283471153,62.014286633631514
