ticker,bank_name,cert,ffiec_institution_name,period_year,period_quarter,period_label,commercial_loan_90_plus_dpd_numerator,commercial_loan_90_plus_dpd_denominator,commercial_loan_90_plus_dpd_rate,nondepository_requested_numerator,nondepository_requested_denominator,nondepository_requested_rate
SF,Stifel Financial Corp,57311,STIFEL BANK AND TRUST,2025,4,2025_Q4,0.0,2168661.0,0.0,0.0,1671825.0,0.0
SNV,Synovus Financial Corp,873,SYNOVUS BANK,2024,1,2024_Q1,1667.0,10192645.0,0.0001635493044249064,,50238.0,
SNV,Synovus Financial Corp,873,SYNOVUS BANK,2024,2,2024_Q2,2469.0,10159711.0,0.00024301872366251363,,22486.0,
SNV,Synovus Financial Corp,873,SYNOVUS BANK,2024,3,2024_Q3,1891.0,10078101.0,0.0001876345553591892,,1072597.0,
SNV,Synovus Financial Corp,873,SYNOVUS BANK,2024,4,2024_Q4,1869.0,9960819.0,0.00018763517337279194,0.0,1197967.0,0.0
SNV,Synovus Financial Corp,873,SYNOVUS BANK,2025,1,2025_Q1,1902.0,9007247.0,0.00021116329995169445,7360.0,4717893.0,0.0015600184234784468
SNV,Synovus Financial Corp,873,SYNOVUS BANK,2025,2,2025_Q2,2069.0,9317205.0,0.00022206230301898477,5918.0,5001597.0,0.0011832220788680096
SNV,Synovus Financial Corp,873,SYNOVUS BANK,2025,3,2025_Q3,469.0,9168125.0,5.11554979889563e-05,0.0,5240648.0,0.0
SNV,Synovus Financial Corp,873,SYNOVUS BANK,2025,4,2025_Q4,718.0,10195299.0,7.042461432470004e-05,0.0,5213229.0,0.0
SOFI,"SoFi Technologies, Inc.",26881,"SOFI BANK, NATIONAL ASSOCIATION",2024,1,2024_Q1,0.0,5786.0,0.0,,0.0,
SOFI,"SoFi Technologies, Inc.",26881,"SOFI BANK, NATIONAL ASSOCIATION",2024,2,2024_Q2,0.0,5500.0,0.0,,0.0,
SOFI,"SoFi Technologies, Inc.",26881,"SOFI BANK, NATIONAL ASSOCIATION",2024,3,2024_Q3,3.0,5320.0,0.0005639097744360903,,0.0,
SOFI,"SoFi Technologies, Inc.",26881,"SOFI BANK, NATIONAL ASSOCIATION",2024,4,2024_Q4,0.0,5096.0,0.0,0.0,0.0,
SOFI,"SoFi Technologies, Inc.",26881,"SOFI BANK, NATIONAL ASSOCIATION",2025,1,2025_Q1,0.0,4926.0,0.0,0.0,0.0,
SOFI,"SoFi Technologies, Inc.",26881,"SOFI BANK, NATIONAL ASSOCIATION",2025,2,2025_Q2,0.0,4361.0,0.0,0.0,0.0,
SOFI,"SoFi Technologies, Inc.",26881,"SOFI BANK, NATIONAL ASSOCIATION",2025,3,2025_Q3,0.0,4192.0,0.0,0.0,0.0,
SOFI,"SoFi Technologies, Inc.",26881,"SOFI BANK, NATIONAL ASSOCIATION",2025,4,2025_Q4,0.0,4163.0,0.0,0.0,0.0,
SSB,SouthState Bank Corp,33555,"SOUTHSTATE BANK, N.A.",2024,1,2024_Q1,2481.0,3928579.0,0.0006315260556043292,,355909.0,
SSB,SouthState Bank Corp,33555,"SOUTHSTATE BANK, N.A.",2024,2,2024_Q2,5656.0,4052291.0,0.0013957536613239277,,433668.0,
SSB,SouthState Bank Corp,33555,"SOUTHSTATE BANK, N.A.",2024,3,2024_Q3,4378.0,4435309.0,0.0009870789160349369,,390444.0,
SSB,SouthState Bank Corp,33555,"SOUTHSTATE BANK, N.A.",2024,4,2024_Q4,3163.0,4557187.0,0.0006940685120009339,0.0,499565.0,0.0
SSB,SouthState Bank Corp,33555,"SOUTHSTATE BANK, N.A.",2025,1,2025_Q1,2991.0,6307184.0,0.0004742211421135011,10863.0,557974.0,0.019468649076838707
SSB,SouthState Bank Corp,33555,"SOUTHSTATE BANK, N.A.",2025,2,2025_Q2,3207.0,6507309.0,0.0004928304465025404,7542.0,616541.0,0.012232763109022757
SSB,SouthState Bank Corp,33555,"SOUTHSTATE BANK, N.A.",2025,3,2025_Q3,4085.0,6629670.0,0.000616169432264351,6403.0,689066.0,0.009292288401981813
SSB,SouthState Bank Corp,33555,"SOUTHSTATE BANK, N.A.",2025,4,2025_Q4,3236.0,7030269.0,0.00046029533151576416,6176.0,760369.0,0.008122372164041406
STT,State Street Corp,14,STATE STREET BANK AND TRUST COMPANY,2024,1,2024_Q1,14000.0,3590000.0,0.0038997214484679664,,8573000.0,
STT,State Street Corp,14,STATE STREET BANK AND TRUST COMPANY,2024,2,2024_Q2,3000.0,3369000.0,0.0008904719501335708,,8128000.0,
STT,State Street Corp,14,STATE STREET BANK AND TRUST COMPANY,2024,3,2024_Q3,0.0,3749000.0,0.0,,8838000.0,
STT,State Street Corp,14,STATE STREET BANK AND TRUST COMPANY,2024,4,2024_Q4,0.0,3755000.0,0.0,0.0,26115000.0,0.0
STT,State Street Corp,14,STATE STREET BANK AND TRUST COMPANY,2025,1,2025_Q1,0.0,3791000.0,0.0,0.0,27476000.0,0.0
STT,State Street Corp,14,STATE STREET BANK AND TRUST COMPANY,2025,2,2025_Q2,0.0,3980000.0,0.0,0.0,29914000.0,0.0
STT,State Street Corp,14,STATE STREET BANK AND TRUST COMPANY,2025,3,2025_Q3,41000.0,3887000.0,0.010547980447646,0.0,29896000.0,0.0
STT,State Street Corp,14,STATE STREET BANK AND TRUST COMPANY,2025,4,2025_Q4,40000.0,2661000.0,0.01503194287861706,0.0,31396000.0,0.0
SYF,Synchrony Financial,27314,SYNCHRONY BANK,2024,1,2024_Q1,46000.0,1836000.0,0.02505446623093682,,69000.0,
SYF,Synchrony Financial,27314,SYNCHRONY BANK,2024,2,2024_Q2,39000.0,1923000.0,0.0202808112324493,,70000.0,
SYF,Synchrony Financial,27314,SYNCHRONY BANK,2024,3,2024_Q3,40000.0,1858000.0,0.021528525296017224,,64000.0,
SYF,Synchrony Financial,27314,SYNCHRONY BANK,2024,4,2024_Q4,40000.0,1753000.0,0.022818026240730177,0.0,70000.0,0.0
SYF,Synchrony Financial,27314,SYNCHRONY BANK,2025,1,2025_Q1,40000.0,1782000.0,0.02244668911335578,0.0,70000.0,0.0
SYF,Synchrony Financial,27314,SYNCHRONY BANK,2025,2,2025_Q2,36000.0,1899000.0,0.018957345971563982,0.0,75000.0,0.0
SYF,Synchrony Financial,27314,SYNCHRONY BANK,2025,3,2025_Q3,33000.0,1880000.0,0.017553191489361703,0.0,75000.0,0.0
SYF,Synchrony Financial,27314,SYNCHRONY BANK,2025,4,2025_Q4,34000.0,1760000.0,0.019318181818181818,0.0,73000.0,0.0
TFC,Truist Financial Corp,9846,TRUIST BANK,2024,1,2024_Q1,416000.0,83645000.0,0.004973399485922649,,20354000.0,
TFC,Truist Financial Corp,9846,TRUIST BANK,2024,2,2024_Q2,364000.0,77879000.0,0.004673917230575636,,25584000.0,
TFC,Truist Financial Corp,9846,TRUIST BANK,2024,3,2024_Q3,454000.0,75133000.0,0.006042617757842759,,27153000.0,
TFC,Truist Financial Corp,9846,TRUIST BANK,2024,4,2024_Q4,427000.0,70274000.0,0.006076215954691636,7000.0,34929000.0,0.00020040653897907183
TFC,Truist Financial Corp,9846,TRUIST BANK,2025,1,2025_Q1,461000.0,72622000.0,0.006347938641183113,1000.0,35214000.0,2.8397796331004714e-05
TFC,Truist Financial Corp,9846,TRUIST BANK,2025,2,2025_Q2,384000.0,75183000.0,0.005107537608235904,0.0,34705000.0,0.0
TFC,Truist Financial Corp,9846,TRUIST BANK,2025,3,2025_Q3,639000.0,74149000.0,0.008617783112381826,0.0,36485000.0,0.0
TFC,Truist Financial Corp,9846,TRUIST BANK,2025,4,2025_Q4,656000.0,76309000.0,0.008596626872321744,2000.0,38091000.0,5.250584127484183e-05
UMBF,Umb Financial Corp,8273,"UMB BANK, NATIONAL ASSOCIATION",2024,1,2024_Q1,6037.0,10400738.0,0.0005804395803451639,,149892.0,
UMBF,Umb Financial Corp,8273,"UMB BANK, NATIONAL ASSOCIATION",2024,2,2024_Q2,6796.0,10753824.0,0.0006319612446698031,,136056.0,
UMBF,Umb Financial Corp,8273,"UMB BANK, NATIONAL ASSOCIATION",2024,3,2024_Q3,7360.0,11155642.0,0.0006597558437246373,,101697.0,
UMBF,Umb Financial Corp,8273,"UMB BANK, NATIONAL ASSOCIATION",2024,4,2024_Q4,5003.0,11354539.0,0.00044061674366524257,0.0,92269.0,0.0
UMBF,Umb Financial Corp,8273,"UMB BANK, NATIONAL ASSOCIATION",2025,1,2025_Q1,15936.0,14446206.0,0.0011031270078801312,0.0,88280.0,0.0
UMBF,Umb Financial Corp,8273,"UMB BANK, NATIONAL ASSOCIATION",2025,2,2025_Q2,30662.0,14986254.0,0.0020460082953351784,0.0,79512.0,0.0
UMBF,Umb Financial Corp,8273,"UMB BANK, NATIONAL ASSOCIATION",2025,3,2025_Q3,34430.0,13472550.0,0.0025555666893052912,0.0,2139192.0,0.0
UMBF,Umb Financial Corp,8273,"UMB BANK, NATIONAL ASSOCIATION",2025,4,2025_Q4,31009.0,14074122.0,0.0022032635499393853,0.0,2430468.0,0.0
USB,Us Bancorp \De\,6548,U.S. BANK NATIONAL ASSOCIATION,2024,1,2024_Q1,448438.0,97818714.0,0.004584378404320466,,15632142.0,
USB,Us Bancorp \De\,6548,U.S. BANK NATIONAL ASSOCIATION,2024,2,2024_Q2,503217.0,97572306.0,0.005157375290484577,,17855502.0,
USB,Us Bancorp \De\,6548,U.S. BANK NATIONAL ASSOCIATION,2024,3,2024_Q3,551187.0,97950578.0,0.005627194971733602,,16864166.0,
USB,Us Bancorp \De\,6548,U.S. BANK NATIONAL ASSOCIATION,2024,4,2024_Q4,657519.0,94441394.0,0.006962190752923448,0.0,23793482.0,0.0
USB,Us Bancorp \De\,6548,U.S. BANK NATIONAL ASSOCIATION,2025,1,2025_Q1,622728.0,83637859.0,0.007445527748384855,0.0,40932573.0,0.0
USB,Us Bancorp \De\,6548,U.S. BANK NATIONAL ASSOCIATION,2025,2,2025_Q2,608623.0,84291001.0,0.007220497950902256,382.0,44048006.0,8.672356246954743e-06
USB,Us Bancorp \De\,6548,U.S. BANK NATIONAL ASSOCIATION,2025,3,2025_Q3,777532.0,84256133.0,0.009228194700081951,527.0,45076845.0,1.1691146529886908e-05
USB,Us Bancorp \De\,6548,U.S. BANK NATIONAL ASSOCIATION,2025,4,2025_Q4,774666.0,85277164.0,0.009084096652182289,403.0,49899283.0,8.076268350388923e-06
VLY,Valley National Bancorp,9396,VALLEY NATIONAL BANK,2024,1,2024_Q1,96443.0,7463872.0,0.012921309475832383,,112958.0,
VLY,Valley National Bancorp,9396,VALLEY NATIONAL BANK,2024,2,2024_Q2,97435.0,7819117.0,0.012461125725577454,,121781.0,
VLY,Valley National Bancorp,9396,VALLEY NATIONAL BANK,2024,3,2024_Q3,113334.0,8118705.0,0.013959615480547699,,130692.0,
VLY,Valley National Bancorp,9396,VALLEY NATIONAL BANK,2024,4,2024_Q4,110561.0,8247748.0,0.01340499249007123,0.0,136795.0,0.0
VLY,Valley National Bancorp,9396,VALLEY NATIONAL BANK,2025,1,2025_Q1,92868.0,8475483.0,0.010957251639818049,0.0,150114.0,0.0
VLY,Valley National Bancorp,9396,VALLEY NATIONAL BANK,2025,2,2025_Q2,83895.0,8479781.0,0.009893533807064122,0.0,828434.0,0.0
VLY,Valley National Bancorp,9396,VALLEY NATIONAL BANK,2025,3,2025_Q3,84938.0,8400643.0,0.01011089270190389,0.0,803430.0,0.0
VLY,Valley National Bancorp,9396,VALLEY NATIONAL BANK,2025,4,2025_Q4,131278.0,7892049.0,0.01663420994978617,0.0,1371794.0,0.0
WAL,Western Alliance Bancorporation,57512,WESTERN ALLIANCE BANK,2024,1,2024_Q1,0.0,8816861.0,0.0,,8867156.0,
WAL,Western Alliance Bancorporation,57512,WESTERN ALLIANCE BANK,2024,2,2024_Q2,0.0,9633571.0,0.0,,10000786.0,
WAL,Western Alliance Bancorporation,57512,WESTERN ALLIANCE BANK,2024,3,2024_Q3,4186.0,10059406.0,0.00041612795029845697,,10542449.0,
WAL,Western Alliance Bancorporation,57512,WESTERN ALLIANCE BANK,2024,4,2024_Q4,0.0,9371561.0,0.0,590.0,11797481.0,5.001067600786982e-05
WAL,Western Alliance Bancorporation,57512,WESTERN ALLIANCE BANK,2025,1,2025_Q1,6.0,9589515.0,6.256833635486258e-07,595.0,12576052.0,4.731214533782144e-05
WAL,Western Alliance Bancorporation,57512,WESTERN ALLIANCE BANK,2025,2,2025_Q2,26.0,9990574.0,2.602453072265918e-06,1073.0,12960728.0,8.278855940808264e-05
WAL,Western Alliance Bancorporation,57512,WESTERN ALLIANCE BANK,2025,3,2025_Q3,1.0,10253572.0,9.752698864356733e-08,99524.0,13577407.0,0.00733011833555553
WAL,Western Alliance Bancorporation,57512,WESTERN ALLIANCE BANK,2025,4,2025_Q4,2939.0,11262949.0,0.0002609440919957997,99133.0,14671792.0,0.006756707019837795
WBS,Webster Financial Corp,18221,"WEBSTER BANK, NATIONAL ASSOCIATION",2024,1,2024_Q1,26.0,12947186.0,2.0081583751094637e-06,,1931182.0,
WBS,Webster Financial Corp,18221,"WEBSTER BANK, NATIONAL ASSOCIATION",2024,2,2024_Q2,1.0,12725060.0,7.858509115084722e-08,,2009174.0,
WBS,Webster Financial Corp,18221,"WEBSTER BANK, NATIONAL ASSOCIATION",2024,3,2024_Q3,0.0,12953356.0,0.0,,2176727.0,
WBS,Webster Financial Corp,18221,"WEBSTER BANK, NATIONAL ASSOCIATION",2024,4,2024_Q4,0.0,12968819.0,0.0,0.0,2488694.0,0.0
WBS,Webster Financial Corp,18221,"WEBSTER BANK, NATIONAL ASSOCIATION",2025,1,2025_Q1,0.0,10186991.0,0.0,0.0,5408555.0,0.0
WBS,Webster Financial Corp,18221,"WEBSTER BANK, NATIONAL ASSOCIATION",2025,2,2025_Q2,0.0,10454866.0,0.0,0.0,5734861.0,0.0
WBS,Webster Financial Corp,18221,"WEBSTER BANK, NATIONAL ASSOCIATION",2025,3,2025_Q3,0.0,10251535.0,0.0,431.0,6119904.0,7.042594132195538e-05
WBS,Webster Financial Corp,18221,"WEBSTER BANK, NATIONAL ASSOCIATION",2025,4,2025_Q4,0.0,9945487.0,0.0,552.0,7077451.0,7.799418180359002e-05
WFC,Wells Fargo & Company/Mn,3511,"WELLS FARGO BANK, NATIONAL ASSOCIATION",2024,1,2024_Q1,694000.0,187626000.0,0.0036988477076737767,,133819000.0,
WFC,Wells Fargo & Company/Mn,3511,"WELLS FARGO BANK, NATIONAL ASSOCIATION",2024,2,2024_Q2,705000.0,185105000.0,0.0038086491450798196,,138192000.0,
WFC,Wells Fargo & Company/Mn,3511,"WELLS FARGO BANK, NATIONAL ASSOCIATION",2024,3,2024_Q3,680000.0,183790000.0,0.0036998748571739487,,137151000.0,
WFC,Wells Fargo & Company/Mn,3511,"WELLS FARGO BANK, NATIONAL ASSOCIATION",2024,4,2024_Q4,1026000.0,181870000.0,0.005641392203222082,17000.0,158104000.0,0.00010752416131154177
WFC,Wells Fargo & Company/Mn,3511,"WELLS FARGO BANK, NATIONAL ASSOCIATION",2025,1,2025_Q1,1221000.0,188725000.0,0.006469731090210624,8000.0,161673000.0,4.948259758896043e-05
WFC,Wells Fargo & Company/Mn,3511,"WELLS FARGO BANK, NATIONAL ASSOCIATION",2025,2,2025_Q2,1053000.0,184276000.0,0.005714254704899173,7000.0,174152000.0,4.019477238274611e-05
WFC,Wells Fargo & Company/Mn,3511,"WELLS FARGO BANK, NATIONAL ASSOCIATION",2025,3,2025_Q3,986000.0,182948000.0,0.005389509587423749,140000.0,185766000.0,0.0007536362951239731
WFC,Wells Fargo & Company/Mn,3511,"WELLS FARGO BANK, NATIONAL ASSOCIATION",2025,4,2025_Q4,1340000.0,184944000.0,0.007245436456440869,140000.0,212129000.0,0.0006599757694610355
WTFC,Wintrust Financial Corp,33935,"WINTRUST BANK, NATIONAL ASSOCIATION",2024,1,2024_Q1,874.0,3362546.0,0.00025992209474606445,,63048.0,
WTFC,Wintrust Financial Corp,33935,"WINTRUST BANK, NATIONAL ASSOCIATION",2024,2,2024_Q2,444.0,3362859.0,0.00013203051332214642,,84364.0,
WTFC,Wintrust Financial Corp,33935,"WINTRUST BANK, NATIONAL ASSOCIATION",2024,3,2024_Q3,105.0,3346173.0,3.1379130726355155e-05,,122148.0,
WTFC,Wintrust Financial Corp,33935,"WINTRUST BANK, NATIONAL ASSOCIATION",2024,4,2024_Q4,197.0,3201017.0,6.154294088410027e-05,0.0,102727.0,0.0
WTFC,Wintrust Financial Corp,33935,"WINTRUST BANK, NATIONAL ASSOCIATION",2025,1,2025_Q1,396.0,3099413.0,0.0001277661286185481,0.0,107103.0,0.0
WTFC,Wintrust Financial Corp,33935,"WINTRUST BANK, NATIONAL ASSOCIATION",2025,2,2025_Q2,113.0,3198643.0,3.532748105993698e-05,0.0,121162.0,0.0
WTFC,Wintrust Financial Corp,33935,"WINTRUST BANK, NATIONAL ASSOCIATION",2025,3,2025_Q3,436.0,2742383.0,0.00015898581635023264,0.0,425901.0,0.0
WTFC,Wintrust Financial Corp,33935,"WINTRUST BANK, NATIONAL ASSOCIATION",2025,4,2025_Q4,429.0,2709032.0,0.00015835914821235039,0.0,450560.0,0.0
ZION,"Zions Bancorporation, National Association",2270,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",2024,1,2024_Q1,1883.0,13276407.0,0.00014183054195310524,,2046901.0,
ZION,"Zions Bancorporation, National Association",2270,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",2024,2,2024_Q2,3589.0,13378817.0,0.0002682598917378121,,2101445.0,
ZION,"Zions Bancorporation, National Association",2270,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",2024,3,2024_Q3,5311.0,13538860.0,0.0003922782272658112,,2115922.0,
ZION,"Zions Bancorporation, National Association",2270,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",2024,4,2024_Q4,1351.0,13355212.0,0.00010115900818347175,813.0,2353032.0,0.00034551166324979857
ZION,"Zions Bancorporation, National Association",2270,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",2025,1,2025_Q1,1069.0,13640800.0,7.836783766348014e-05,791.0,2275981.0,0.00034754244433499225
ZION,"Zions Bancorporation, National Association",2270,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",2025,2,2025_Q2,1966.0,14223977.0,0.00013821732135815463,751.0,2244351.0,0.0003346178917647017
ZION,"Zions Bancorporation, National Association",2270,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",2025,3,2025_Q3,2904.0,14137699.0,0.00020540824924904683,10445.0,2036966.0,0.005127724272275531
ZION,"Zions Bancorporation, National Association",2270,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",2025,4,2025_Q4,1667.0,14635445.0,0.00011390155885249817,9576.0,1997098.0,0.00479495748330828
