ticker,bank_name,cert,ffiec_institution_name,period_year,period_quarter,period_label,commercial_loan_90_plus_dpd_numerator,commercial_loan_90_plus_dpd_denominator,commercial_loan_90_plus_dpd_rate,nondepository_requested_numerator,nondepository_requested_denominator,nondepository_requested_rate
ALLY,Ally Financial Inc.,57803,ALLY BANK,2024,1,2024_Q1,166000.0,33417000.0,0.004967531495945178,,4364000.0,
ALLY,Ally Financial Inc.,57803,ALLY BANK,2024,2,2024_Q2,178000.0,34465000.0,0.005164659799796896,,4027000.0,
ALLY,Ally Financial Inc.,57803,ALLY BANK,2024,3,2024_Q3,231000.0,32890000.0,0.0070234113712374585,,4327000.0,
ALLY,Ally Financial Inc.,57803,ALLY BANK,2024,4,2024_Q4,189000.0,31891000.0,0.005926436925778432,0.0,3587000.0,0.0
ALLY,Ally Financial Inc.,57803,ALLY BANK,2025,1,2025_Q1,249000.0,30573000.0,0.008144441173584536,0.0,4084000.0,0.0
ALLY,Ally Financial Inc.,57803,ALLY BANK,2025,2,2025_Q2,209000.0,29880000.0,0.006994645247657296,0.0,4218000.0,0.0
ALLY,Ally Financial Inc.,57803,ALLY BANK,2025,3,2025_Q3,206000.0,30462000.0,0.006762523800144442,0.0,4336000.0,0.0
ALLY,Ally Financial Inc.,57803,ALLY BANK,2025,4,2025_Q4,213000.0,32157000.0,0.006623752215691762,0.0,5141000.0,0.0
ASB,Associated Banc-Corp,5296,"ASSOCIATED BANK, NATIONAL ASSOCIATION",2024,1,2024_Q1,425.0,7045036.0,6.032616440852822e-05,,2156787.0,
ASB,Associated Banc-Corp,5296,"ASSOCIATED BANK, NATIONAL ASSOCIATION",2024,2,2024_Q2,384.0,7020335.0,5.4698244456995286e-05,,2234511.0,
ASB,Associated Banc-Corp,5296,"ASSOCIATED BANK, NATIONAL ASSOCIATION",2024,3,2024_Q3,474.0,7141537.0,6.63722669223726e-05,,2315501.0,
ASB,Associated Banc-Corp,5296,"ASSOCIATED BANK, NATIONAL ASSOCIATION",2024,4,2024_Q4,642.0,7460519.0,8.605299443644604e-05,0.0,2310995.0,0.0
ASB,Associated Banc-Corp,5296,"ASSOCIATED BANK, NATIONAL ASSOCIATION",2025,1,2025_Q1,515.0,7747492.0,6.64731244640201e-05,0.0,2321931.0,0.0
ASB,Associated Banc-Corp,5296,"ASSOCIATED BANK, NATIONAL ASSOCIATION",2025,2,2025_Q2,558.0,8060582.0,6.922577054609704e-05,0.0,2377040.0,0.0
ASB,Associated Banc-Corp,5296,"ASSOCIATED BANK, NATIONAL ASSOCIATION",2025,3,2025_Q3,395.0,7808034.0,5.058891905439961e-05,0.0,2925734.0,0.0
ASB,Associated Banc-Corp,5296,"ASSOCIATED BANK, NATIONAL ASSOCIATION",2025,4,2025_Q4,370.0,8202112.0,4.511033255824841e-05,0.0,2729459.0,0.0
AXP,American Express Co,27471,AMERICAN EXPRESS NATIONAL BANK,2024,1,2024_Q1,293111.0,42624429.0,0.006876596516987946,,944373.0,
AXP,American Express Co,27471,AMERICAN EXPRESS NATIONAL BANK,2024,2,2024_Q2,278298.0,43606995.0,0.0063819577570066455,,1154357.0,
AXP,American Express Co,27471,AMERICAN EXPRESS NATIONAL BANK,2024,3,2024_Q3,289382.0,43874628.0,0.006595657061753322,,1250826.0,
AXP,American Express Co,27471,AMERICAN EXPRESS NATIONAL BANK,2024,4,2024_Q4,319906.0,44047013.0,0.007262830739510078,3663.0,1313072.0,0.0027896413905711187
AXP,American Express Co,27471,AMERICAN EXPRESS NATIONAL BANK,2025,1,2025_Q1,321713.0,45768629.0,0.007029115947519424,3799.0,1347373.0,0.0028195607303990802
AXP,American Express Co,27471,AMERICAN EXPRESS NATIONAL BANK,2025,2,2025_Q2,335797.0,46058679.0,0.007290634627189373,3890.0,1356610.0,0.002867441637611399
AXP,American Express Co,27471,AMERICAN EXPRESS NATIONAL BANK,2025,3,2025_Q3,322877.0,46742797.0,0.006907524168910988,4769.0,1451279.0,0.003286066979540116
AXP,American Express Co,27471,AMERICAN EXPRESS NATIONAL BANK,2025,4,2025_Q4,344979.0,46997287.0,0.0073404024364214894,5851.0,1540337.0,0.003798519414907257
BAC,Bank Of America Corp,3510,"BANK OF AMERICA, NATIONAL ASSOCIATION",2024,1,2024_Q1,1149000.0,327109000.0,0.003512590604355123,,70128000.0,
BAC,Bank Of America Corp,3510,"BANK OF AMERICA, NATIONAL ASSOCIATION",2024,2,2024_Q2,1392000.0,327219000.0,0.004254031703537997,,73863000.0,
BAC,Bank Of America Corp,3510,"BANK OF AMERICA, NATIONAL ASSOCIATION",2024,3,2024_Q3,1550000.0,337138000.0,0.004597523862631919,,80976000.0,
BAC,Bank Of America Corp,3510,"BANK OF AMERICA, NATIONAL ASSOCIATION",2024,4,2024_Q4,1850000.0,295382000.0,0.00626307628765463,36000.0,157982000.0,0.00022787406160195466
BAC,Bank Of America Corp,3510,"BANK OF AMERICA, NATIONAL ASSOCIATION",2025,1,2025_Q1,1736000.0,296731000.0,0.005850416707388173,33000.0,164426000.0,0.00020069818641820636
BAC,Bank Of America Corp,3510,"BANK OF AMERICA, NATIONAL ASSOCIATION",2025,2,2025_Q2,1643000.0,307142000.0,0.005349317253908616,41000.0,179585000.0,0.00022830414566918172
BAC,Bank Of America Corp,3510,"BANK OF AMERICA, NATIONAL ASSOCIATION",2025,3,2025_Q3,1677000.0,307017000.0,0.005462238247393467,24000.0,190584000.0,0.0001259287243420224
BAC,Bank Of America Corp,3510,"BANK OF AMERICA, NATIONAL ASSOCIATION",2025,4,2025_Q4,1643000.0,307488000.0,0.005343297949838693,53000.0,193593000.0,0.0002737702292954807
BK,Bank of New York Mellon Corp,639,"BANK OF NEW YORK MELLON, THE",2024,1,2024_Q1,0.0,1911000.0,0.0,,5672000.0,
BK,Bank of New York Mellon Corp,639,"BANK OF NEW YORK MELLON, THE",2024,2,2024_Q2,0.0,1776000.0,0.0,,5636000.0,
BK,Bank of New York Mellon Corp,639,"BANK OF NEW YORK MELLON, THE",2024,3,2024_Q3,0.0,1552000.0,0.0,,6326000.0,
BK,Bank of New York Mellon Corp,639,"BANK OF NEW YORK MELLON, THE",2024,4,2024_Q4,0.0,1358000.0,0.0,0.0,6797000.0,0.0
BK,Bank of New York Mellon Corp,639,"BANK OF NEW YORK MELLON, THE",2025,1,2025_Q1,0.0,1181000.0,0.0,0.0,6711000.0,0.0
BK,Bank of New York Mellon Corp,639,"BANK OF NEW YORK MELLON, THE",2025,2,2025_Q2,0.0,1543000.0,0.0,0.0,6483000.0,0.0
BK,Bank of New York Mellon Corp,639,"BANK OF NEW YORK MELLON, THE",2025,3,2025_Q3,0.0,1454000.0,0.0,0.0,6340000.0,0.0
BK,Bank of New York Mellon Corp,639,"BANK OF NEW YORK MELLON, THE",2025,4,2025_Q4,0.0,2138000.0,0.0,0.0,7182000.0,0.0
BKU,"BankUnited, Inc.",58979,"BANKUNITED, NATIONAL ASSOCIATION",2024,1,2024_Q1,593.0,5093361.0,0.00011642606915158772,,1719859.0,
BKU,"BankUnited, Inc.",58979,"BANKUNITED, NATIONAL ASSOCIATION",2024,2,2024_Q2,593.0,5228324.0,0.00011342066788515785,,2051414.0,
BKU,"BankUnited, Inc.",58979,"BANKUNITED, NATIONAL ASSOCIATION",2024,3,2024_Q3,593.0,5193928.0,0.00011417177904660982,,1929949.0,
BKU,"BankUnited, Inc.",58979,"BANKUNITED, NATIONAL ASSOCIATION",2024,4,2024_Q4,593.0,5155167.0,0.00011503022113541617,0.0,1986816.0,0.0
BKU,"BankUnited, Inc.",58979,"BANKUNITED, NATIONAL ASSOCIATION",2025,1,2025_Q1,593.0,5000877.0,0.0001185792012081081,0.0,1948160.0,0.0
BKU,"BankUnited, Inc.",58979,"BANKUNITED, NATIONAL ASSOCIATION",2025,2,2025_Q2,593.0,4745665.0,0.00012495614418632584,0.0,2008677.0,0.0
BKU,"BankUnited, Inc.",58979,"BANKUNITED, NATIONAL ASSOCIATION",2025,3,2025_Q3,0.0,4740635.0,0.0,25917.0,1974368.0,0.01312673219987358
BKU,"BankUnited, Inc.",58979,"BANKUNITED, NATIONAL ASSOCIATION",2025,4,2025_Q4,0.0,4803833.0,0.0,44104.0,2211631.0,0.019941843824761003
BOKF,Bok Financial Corp,4214,"BOKF, NATIONAL ASSOCIATION",2024,1,2024_Q1,0.0,8414425.0,0.0,,573632.0,
BOKF,Bok Financial Corp,4214,"BOKF, NATIONAL ASSOCIATION",2024,2,2024_Q2,72.0,8715221.0,8.261408402609641e-06,,585197.0,
BOKF,Bok Financial Corp,4214,"BOKF, NATIONAL ASSOCIATION",2024,3,2024_Q3,0.0,8317446.0,0.0,,414606.0,
BOKF,Bok Financial Corp,4214,"BOKF, NATIONAL ASSOCIATION",2024,4,2024_Q4,0.0,8525032.0,0.0,0.0,499903.0,0.0
BOKF,Bok Financial Corp,4214,"BOKF, NATIONAL ASSOCIATION",2025,1,2025_Q1,12.0,8090621.0,1.4831988792949268e-06,11612.0,524776.0,0.02212753632025855
BOKF,Bok Financial Corp,4214,"BOKF, NATIONAL ASSOCIATION",2025,2,2025_Q2,27.0,8100123.0,3.3332827168180038e-06,9380.0,534968.0,0.01753375902857741
BOKF,Bok Financial Corp,4214,"BOKF, NATIONAL ASSOCIATION",2025,3,2025_Q3,187.0,8273351.0,2.260269146081195e-05,5798.0,505766.0,0.011463799464574527
BOKF,Bok Financial Corp,4214,"BOKF, NATIONAL ASSOCIATION",2025,4,2025_Q4,0.0,8781955.0,0.0,4796.0,689470.0,0.006956067704178572
BPOP,"Popular, Inc.",34968,BANCO POPULAR DE PUERTO RICO,2024,1,2024_Q1,31000.0,3476000.0,0.008918296892980437,,280000.0,
BPOP,"Popular, Inc.",34968,BANCO POPULAR DE PUERTO RICO,2024,2,2024_Q2,25000.0,3627000.0,0.006892748828232699,,261000.0,
BPOP,"Popular, Inc.",34968,BANCO POPULAR DE PUERTO RICO,2024,3,2024_Q3,21000.0,3739000.0,0.00561647499331372,,260000.0,
BPOP,"Popular, Inc.",34968,BANCO POPULAR DE PUERTO RICO,2024,4,2024_Q4,23000.0,3809000.0,0.006038330270412182,0.0,337000.0,0.0
BPOP,"Popular, Inc.",34968,BANCO POPULAR DE PUERTO RICO,2025,1,2025_Q1,11000.0,3809000.0,0.002887897085849304,0.0,246000.0,0.0
BPOP,"Popular, Inc.",34968,BANCO POPULAR DE PUERTO RICO,2025,2,2025_Q2,11000.0,3880000.0,0.0028350515463917525,0.0,233000.0,0.0
BPOP,"Popular, Inc.",34968,BANCO POPULAR DE PUERTO RICO,2025,3,2025_Q3,177000.0,3928000.0,0.04506109979633401,0.0,370000.0,0.0
BPOP,"Popular, Inc.",34968,BANCO POPULAR DE PUERTO RICO,2025,4,2025_Q4,185000.0,4139000.0,0.04469678666344527,0.0,446000.0,0.0
C,Citigroup Inc,7213,"CITIBANK, N.A.",2024,1,2024_Q1,687000.0,147118000.0,0.004669720904308106,,57015000.0,
C,Citigroup Inc,7213,"CITIBANK, N.A.",2024,2,2024_Q2,574000.0,153341000.0,0.0037432910963147493,,59261000.0,
C,Citigroup Inc,7213,"CITIBANK, N.A.",2024,3,2024_Q3,466000.0,160107000.0,0.0029105535673018667,,61581000.0,
C,Citigroup Inc,7213,"CITIBANK, N.A.",2024,4,2024_Q4,552000.0,152818000.0,0.003612139931159942,201000.0,105112000.0,0.001912245985234797
C,Citigroup Inc,7213,"CITIBANK, N.A.",2025,1,2025_Q1,687000.0,161472000.0,0.004254607609988109,67000.0,105924000.0,0.000632528983044447
C,Citigroup Inc,7213,"CITIBANK, N.A.",2025,2,2025_Q2,721000.0,163702000.0,0.004404344479603181,306000.0,105646000.0,0.002896465554777275
C,Citigroup Inc,7213,"CITIBANK, N.A.",2025,3,2025_Q3,1006000.0,155142000.0,0.0064843820499929095,109000.0,111672000.0,0.0009760727845834229
C,Citigroup Inc,7213,"CITIBANK, N.A.",2025,4,2025_Q4,1244000.0,157452000.0,0.007900820567538044,62000.0,118211000.0,0.0005244858769488457
CFG,Citizens Financial Group Inc/Ri,57957,"CITIZENS BANK, NATIONAL ASSOCIATION",2024,1,2024_Q1,254977.0,38349578.0,0.006648756343550899,,2018252.0,
CFG,Citizens Financial Group Inc/Ri,57957,"CITIZENS BANK, NATIONAL ASSOCIATION",2024,2,2024_Q2,221165.0,37909004.0,0.005834102104080603,,1959868.0,
CFG,Citizens Financial Group Inc/Ri,57957,"CITIZENS BANK, NATIONAL ASSOCIATION",2024,3,2024_Q3,181589.0,37785295.0,0.004805811361271627,,1902791.0,
CFG,Citizens Financial Group Inc/Ri,57957,"CITIZENS BANK, NATIONAL ASSOCIATION",2024,4,2024_Q4,209965.0,25848716.0,0.008122840608407783,199.0,12917371.0,1.5405611559813525e-05
CFG,Citizens Financial Group Inc/Ri,57957,"CITIZENS BANK, NATIONAL ASSOCIATION",2025,1,2025_Q1,258396.0,26123713.0,0.009891243254739477,192.0,13962759.0,1.3750863994716231e-05
CFG,Citizens Financial Group Inc/Ri,57957,"CITIZENS BANK, NATIONAL ASSOCIATION",2025,2,2025_Q2,225907.0,25869536.0,0.008732549358442301,182.0,15934871.0,1.1421491896608387e-05
CFG,Citizens Financial Group Inc/Ri,57957,"CITIZENS BANK, NATIONAL ASSOCIATION",2025,3,2025_Q3,221393.0,25859900.0,0.008561247336609963,167.0,17343753.0,9.628827163301968e-06
CFG,Citizens Financial Group Inc/Ri,57957,"CITIZENS BANK, NATIONAL ASSOCIATION",2025,4,2025_Q4,234750.0,26609508.0,0.008822034590042025,147.0,18674999.0,7.871486365273701e-06
CFR,"Cullen/Frost Bankers, Inc.",5510,FROST BANK,2024,1,2024_Q1,24816.0,6006983.0,0.004131191981066036,,284381.0,
CFR,"Cullen/Frost Bankers, Inc.",5510,FROST BANK,2024,2,2024_Q2,2902.0,6198919.0,0.0004681461396737076,,271165.0,
CFR,"Cullen/Frost Bankers, Inc.",5510,FROST BANK,2024,3,2024_Q3,3803.0,5869990.0,0.0006478716318085721,,240806.0,
CFR,"Cullen/Frost Bankers, Inc.",5510,FROST BANK,2024,4,2024_Q4,7500.0,6130561.0,0.0012233790675926723,0.0,330106.0,0.0
CFR,"Cullen/Frost Bankers, Inc.",5510,FROST BANK,2025,1,2025_Q1,6974.0,6088806.0,0.0011453805557280032,0.0,436759.0,0.0
CFR,"Cullen/Frost Bankers, Inc.",5510,FROST BANK,2025,2,2025_Q2,7074.0,5788998.0,0.0012219731290285469,0.0,815855.0,0.0
CFR,"Cullen/Frost Bankers, Inc.",5510,FROST BANK,2025,3,2025_Q3,3445.0,5777531.0,0.0005962754678425784,394.0,854282.0,0.0004612060186214856
CFR,"Cullen/Frost Bankers, Inc.",5510,FROST BANK,2025,4,2025_Q4,2897.0,5556888.0,0.0005213349630224687,394.0,947796.0,0.0004157012690494579
CMA,Comerica Inc,983,COMERICA BANK,2024,1,2024_Q1,131000.0,24450000.0,0.005357873210633947,,2537000.0,
CMA,Comerica Inc,983,COMERICA BANK,2024,2,2024_Q2,110000.0,24984000.0,0.004402817803394172,,2999000.0,
CMA,Comerica Inc,983,COMERICA BANK,2024,3,2024_Q3,110000.0,24005000.0,0.0045823786711101855,,2668000.0,
CMA,Comerica Inc,983,COMERICA BANK,2024,4,2024_Q4,135000.0,24455000.0,0.005520343488039256,0.0,2663000.0,0.0
CMA,Comerica Inc,983,COMERICA BANK,2025,1,2025_Q1,108000.0,24265000.0,0.004450855141149805,0.0,2125000.0,0.0
CMA,Comerica Inc,983,COMERICA BANK,2025,2,2025_Q2,103000.0,25270000.0,0.00407597942223981,0.0,2225000.0,0.0
CMA,Comerica Inc,983,COMERICA BANK,2025,3,2025_Q3,118000.0,24586000.0,0.004799479378508094,0.0,2672000.0,0.0
CMA,Comerica Inc,983,COMERICA BANK,2025,4,2025_Q4,88000.0,24497000.0,0.003592276605298608,0.0,2797000.0,0.0
COF,Capital One Financial Corp,4297,"CAPITAL ONE, NATIONAL ASSOCIATION",2024,1,2024_Q1,486103.0,46844513.0,0.010376946388577035,,20370671.0,
COF,Capital One Financial Corp,4297,"CAPITAL ONE, NATIONAL ASSOCIATION",2024,2,2024_Q2,746951.0,46279311.0,0.016140063105088146,,21418602.0,
COF,Capital One Financial Corp,4297,"CAPITAL ONE, NATIONAL ASSOCIATION",2024,3,2024_Q3,546250.0,45365044.0,0.012041209526877126,,21030667.0,
COF,Capital One Financial Corp,4297,"CAPITAL ONE, NATIONAL ASSOCIATION",2024,4,2024_Q4,478453.0,34280227.0,0.013957112944438787,0.0,33659408.0,0.0
COF,Capital One Financial Corp,4297,"CAPITAL ONE, NATIONAL ASSOCIATION",2025,1,2025_Q1,577380.0,35224005.0,0.016391662447243008,0.0,33479503.0,0.0
COF,Capital One Financial Corp,4297,"CAPITAL ONE, NATIONAL ASSOCIATION",2025,2,2025_Q2,573901.0,35203648.0,0.016302316169051572,0.0,35352560.0,0.0
COF,Capital One Financial Corp,4297,"CAPITAL ONE, NATIONAL ASSOCIATION",2025,3,2025_Q3,601991.0,36205301.0,0.01662715081418602,0.0,35923735.0,0.0
COF,Capital One Financial Corp,4297,"CAPITAL ONE, NATIONAL ASSOCIATION",2025,4,2025_Q4,713090.0,34983104.0,0.020383840153235116,0.0,36841667.0,0.0
COLB,"Columbia Banking System, Inc.",17266,UMPQUA BANK,2024,1,2024_Q1,8372.0,6405642.0,0.0013069728217718068,,265071.0,
COLB,"Columbia Banking System, Inc.",17266,UMPQUA BANK,2024,2,2024_Q2,5315.0,6448758.0,0.000824189712189541,,242841.0,
COLB,"Columbia Banking System, Inc.",17266,UMPQUA BANK,2024,3,2024_Q3,5516.0,6202742.0,0.0008892841262783459,,255627.0,
COLB,"Columbia Banking System, Inc.",17266,UMPQUA BANK,2024,4,2024_Q4,4185.0,6404683.0,0.0006534281243896067,0.0,248519.0,0.0
COLB,"Columbia Banking System, Inc.",17266,UMPQUA BANK,2025,1,2025_Q1,0.0,6325460.0,0.0,0.0,289976.0,0.0
COLB,"Columbia Banking System, Inc.",17266,UMPQUA BANK,2025,2,2025_Q2,5367.0,6340803.0,0.0008464227638045213,0.0,407898.0,0.0
COLB,"Columbia Banking System, Inc.",17266,COLUMBIA BANK,2025,3,2025_Q3,4205.0,7572826.0,0.00055527487360729,0.0,495948.0,0.0
COLB,"Columbia Banking System, Inc.",17266,COLUMBIA BANK,2025,4,2025_Q4,6904.0,7690159.0,0.0008977707743103882,0.0,444930.0,0.0
DFS,Discover Financial Services,5649,DISCOVER BANK,2024,1,2024_Q1,1690.0,148704.0,0.01136485904884872,,50027.0,
DFS,Discover Financial Services,5649,DISCOVER BANK,2024,2,2024_Q2,1347.0,147953.0,0.009104242563516792,,49924.0,
DFS,Discover Financial Services,5649,DISCOVER BANK,2024,3,2024_Q3,1792.0,143595.0,0.012479543159580766,,49605.0,
DFS,Discover Financial Services,5649,DISCOVER BANK,2024,4,2024_Q4,1488.0,135117.0,0.011012677901374364,0.0,54356.0,0.0
DFS,Discover Financial Services,5649,DISCOVER BANK,2025,1,2025_Q1,1506.0,133576.0,0.011274480445589027,0.0,53946.0,0.0
EWBC,East West Bancorp Inc,31628,EAST WEST BANK,2024,1,2024_Q1,37006.0,10020133.0,0.003693164551807845,,4520677.0,
EWBC,East West Bancorp Inc,31628,EAST WEST BANK,2024,2,2024_Q2,42807.0,10230238.0,0.0041843601292560345,,4709529.0,
EWBC,East West Bancorp Inc,31628,EAST WEST BANK,2024,3,2024_Q3,41954.0,10252013.0,0.004092269488928662,,4949265.0,
EWBC,East West Bancorp Inc,31628,EAST WEST BANK,2024,4,2024_Q4,52777.0,10467209.0,0.005042127275761858,49.0,5971412.0,8.205764398772016e-06
EWBC,East West Bancorp Inc,31628,EAST WEST BANK,2025,1,2025_Q1,42854.0,9826927.0,0.0043608749713923796,49.0,6690828.0,7.3234583223481454e-06
EWBC,East West Bancorp Inc,31628,EAST WEST BANK,2025,2,2025_Q2,54557.0,9576749.0,0.005696818408835817,34.0,7286212.0,4.6663478910577955e-06
EWBC,East West Bancorp Inc,31628,EAST WEST BANK,2025,3,2025_Q3,68743.0,9548449.0,0.0071993891363927275,34.0,7506531.0,4.5293891412691164e-06
EWBC,East West Bancorp Inc,31628,EAST WEST BANK,2025,4,2025_Q4,60457.0,9975903.0,0.006060303513376182,33.0,7622622.0,4.329219001020909e-06
